0,   30,  3,   3,   0,   1,   0,   1,   0,   1,   1,   0,   1,   0,   
0,   30,  3,   1,   3,   1,   0,   1,   0,   1,   1,   0,   1,   0,   
30,  30,  3,   1,   0,   1,   0,   1,   0,   1,   1,   0,   1,   0,   
0,   30,  3,   1,   0,   3,   0,   1,   0,   1,   1,   0,   1,   0,   
0,   30,  3,   1,   0,   1,   3,   1,   0,   1,   1,   0,   1,   0,   
0,   30,  3,   1,   0,   1,   0,   3,   0,   1,   1,   0,   1,   0,   
0,   30,  3,   1,   0,   1,   0,   1,   0,   1,   1,   3,   1,   0,   
0,   30,  3,   1,   0,   1,   0,   1,   0,   1,   1,   0,   3,   0,   
0,   30,  3,   1,   0,   1,   0,   1,   0,   1,   3,   0,   1,   0,   
0,   30,  3,   1,   0,   1,   0,   1,   0,   1,   1,   0,   1,   3,   
0,   30,  3,   1,   0,   1,   0,   1,   3,   1,   1,   0,   1,   0,   
0,   30,  3,   1,   0,   1,   0,   1,   0,   3,   1,   0,   1,   0,   
0,   0,   31,  3,   3,   1,   0,   1,   0,   1,   1,   0,   1,   0,   
3,   0,   31,  3,   0,   1,   0,   1,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  3,   0,   3,   0,   1,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  3,   0,   1,   3,   1,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  3,   0,   1,   0,   3,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  3,   0,   1,   0,   1,   0,   1,   1,   3,   1,   0,   
0,   0,   31,  3,   0,   1,   0,   1,   0,   1,   1,   0,   3,   0,   
0,   0,   31,  3,   0,   1,   0,   1,   0,   1,   3,   0,   1,   0,   
0,   0,   31,  3,   0,   1,   0,   1,   0,   1,   1,   0,   1,   3,   
0,   0,   31,  3,   0,   1,   0,   1,   3,   1,   1,   0,   1,   0,   
0,   0,   31,  3,   0,   1,   0,   1,   0,   3,   1,   0,   1,   0,   
3,   0,   31,  1,   3,   1,   0,   1,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  1,   3,   3,   0,   1,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  1,   3,   1,   3,   1,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  1,   3,   1,   0,   3,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  1,   3,   1,   0,   1,   0,   1,   1,   3,   1,   0,   
0,   0,   31,  1,   3,   1,   0,   1,   0,   1,   1,   0,   3,   0,   
0,   0,   31,  1,   3,   1,   0,   1,   0,   1,   3,   0,   1,   0,   
0,   0,   31,  1,   3,   1,   0,   1,   0,   1,   1,   0,   1,   3,   
0,   0,   31,  1,   3,   1,   0,   1,   3,   1,   1,   0,   1,   0,   
0,   0,   31,  1,   3,   1,   0,   1,   0,   3,   1,   0,   1,   0,   
3,   0,   31,  1,   0,   3,   0,   1,   0,   1,   1,   0,   1,   0,   
3,   0,   31,  1,   0,   1,   3,   1,   0,   1,   1,   0,   1,   0,   
3,   0,   31,  1,   0,   1,   0,   3,   0,   1,   1,   0,   1,   0,   
3,   0,   31,  1,   0,   1,   0,   1,   0,   1,   1,   3,   1,   0,   
3,   0,   31,  1,   0,   1,   0,   1,   0,   1,   1,   0,   3,   0,   
3,   0,   31,  1,   0,   1,   0,   1,   0,   1,   3,   0,   1,   0,   
3,   0,   31,  1,   0,   1,   0,   1,   0,   1,   1,   0,   1,   3,   
3,   0,   31,  1,   0,   1,   0,   1,   3,   1,   1,   0,   1,   0,   
3,   0,   31,  1,   0,   1,   0,   1,   0,   3,   1,   0,   1,   0,   
0,   0,   31,  1,   0,   3,   3,   1,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  1,   0,   3,   0,   3,   0,   1,   1,   0,   1,   0,   
0,   0,   31,  1,   0,   3,   0,   1,   0,   1,   1,   3,   1,   0,   
0,   0,   31,  1,   0,   3,   0,   1,   0,   1,   1,   0,   3,   0,   
0,   0,   31,  1,   0,   3,   0,   1,   0,   1,   3,   0,   1,   0,   
